Species,CountryofOrigin,HarvestYear,GradingDate,Variety,ProcessingMethod,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,CleanCup,Sweetness,CupperPoints,TotalCupPoints,Moisture,CategoryOneDefects,Quakers,Color,CategoryTwoDefects,Expiration,CertificationBody,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
Robusta,Uganda,2013,"June 27th, 2014",,,7.33,7.58,7.5,7.75,7.75,7.75,10,10,7.67,7.58,80.92,0.12,0,0,Green,1,"June 27th, 2015",Uganda Coffee Development Authority,m,1600,1600,1600
Robusta,Uganda,2013,"June 27th, 2014",,,7.83,7.58,7.33,7.67,7.75,7.5,10,10,7.5,7.42,80.58,0.12,0,0,Green,2,"June 27th, 2015",Uganda Coffee Development Authority,m,1745,1745,1745
Robusta,Uganda,2013,"June 27th, 2014",,,7.75,7.42,7.33,7.58,7.67,7.67,10,10,7.58,7.5,80.5,0.12,0,0,Green,1,"June 27th, 2015",Uganda Coffee Development Authority,m,1200,1200,1200
Robusta,India,2014,"May 19th, 2014",,,7.67,7.67,7.5,7.33,7.42,7.58,10,10,7.5,7.5,80.17,0,0,0,Bluish-Green,1,"May 19th, 2015",Specialty Coffee Association,m,750,750,750
Robusta,India,2013,"June 20th, 2013",,Natural / Dry,7.58,7.42,7.42,7.83,7.42,7.42,10,10,7.5,7.58,80.17,0,0,0,Green,0,"June 20th, 2014",Specialty Coffee Association,m,750,750,750
Robusta,United States,2012,"February 29th, 2012",Arusha,Natural / Dry,7.92,7.5,7.42,7.42,7.58,7.42,9.33,10,7.42,7.33,79.33,0,0,0,Green,0,"February 28th, 2013",Specialty Coffee Association,m,3000,3000,3000
Robusta,Ecuador,2016,"January 19th, 2016",,,7.75,7.58,7.33,7.58,7.75,5.08,10,10,7.83,7.83,78.75,0,0,0,Blue-Green,1,"January 18th, 2017",Specialty Coffee Association,m,NA,NA,NA
Robusta,Ecuador,2016,"January 19th, 2016",,,7.5,7.67,7.75,7.75,8.42,5.17,10,10,5.25,8.58,78.08,0,0,0,Blue-Green,0,"January 18th, 2017",Specialty Coffee Association,m,40,40,40
Robusta,United States,2014,"December 23rd, 2014",,Natural / Dry,7.33,7.33,7.17,7.42,7.42,7.5,9.33,9.33,7.17,7.17,77.17,0,0,0,,6,"December 23rd, 2015",Specialty Coffee Association,m,795,795,795
Robusta,India,2013,"August 25th, 2014",,Natural / Dry,7.42,6.83,6.75,7.17,7.08,7.25,9.33,9.33,7,6.92,75.08,0.1,20,0,Green,1,"August 25th, 2015",Specialty Coffee Association,m,NA,NA,NA
Robusta,Vietnam,2013,"August 25th, 2014",,Natural / Dry,6.75,6.67,6.5,6.83,6.67,6.92,9.33,9.33,6.83,7.92,73.75,0.12,63,0,None,9,"August 25th, 2015",Specialty Coffee Association,m,NA,NA,NA
